FightID,Date,Country,Fighter_Name,DOB,Stance,Weight,Result,Method
5684,14/11/2015,Australia,Jake Matthews,19/08/1994,Orthodox,155,Win,KO/TKO
5685,14/11/2015,Australia,Peter Sobotta,11/01/1987,Southpaw,170,Loss,KO/TKO
5685,14/11/2015,Australia,Kyle Noke,18/03/1980,Southpaw,170,Win,KO/TKO
5686,14/11/2015,Australia,Gian Villante,18/08/1985,Orthodox,205,Win,KO/TKO
5686,14/11/2015,Australia,Anthony Perosh,5/10/1972,Orthodox,205,Loss,KO/TKO
5791,14/11/2015,Australia,Danny Martinez,14/06/1985,Orthodox,125,Win,DEC
5791,14/11/2015,Australia,Richie Vaculik,19/06/1983,Orthodox,125,Loss,DEC
5687,14/11/2015,Australia,Steve Montgomery,19/12/1990,Southpaw,185,Loss,DEC
5687,14/11/2015,Australia,Dan Kelly,31/10/1977,Southpaw,185,Win,DEC
5688,14/11/2015,Australia,Steve Kennedy,7/03/1983,Orthodox,170,Loss,DEC
5688,14/11/2015,Australia,Richard Walsh,1/12/1988,,170,Win,DEC
5792,14/11/2015,Australia,Anton Zafir,10/05/1987,Orthodox,170,Loss,KO/TKO
5792,14/11/2015,Australia,James Moontasri,10/04/1988,Switch,170,Win,KO/TKO
5793,14/11/2015,Australia,Ryan Benoit,25/08/1989,Orthodox,125,Loss,SUB
5793,14/11/2015,Australia,Ben Nguyen,3/08/1988,Switch,125,Win,SUB
5689,12/12/2015,USA,Conor McGregor,14/07/1988,Southpaw,145,Win,KO/TKO
5689,12/12/2015,USA,Jose Aldo,9/09/1986,Orthodox,145,Loss,KO/TKO
5690,12/12/2015,USA,Luke Rockhold,17/10/1984,Southpaw,185,Win,KO/TKO
5690,12/12/2015,USA,Chris Weidman,17/06/1984,Orthodox,185,Loss,KO/TKO
5691,12/12/2015,USA,Yoel Romero,30/04/1977,Southpaw,185,Win,DEC
5691,12/12/2015,USA,Jacare Souza,7/12/1979,Orthodox,185,Loss,DEC
5757,12/12/2015,USA,Gunnar Nelson,28/07/1988,Switch,170,Loss,DEC
5757,12/12/2015,USA,Demian Maia,6/11/1977,Southpaw,170,Win,DEC
5729,12/12/2015,USA,Jeremy Stephens,25/05/1986,Orthodox,145,Loss,DEC
5729,12/12/2015,USA,Max Holloway,4/12/1991,Orthodox,145,Win,DEC
5730,12/12/2015,USA,Frankie Saenz,12/08/1980,Orthodox,135,Loss,DEC
5730,12/12/2015,USA,Urijah Faber,14/05/1979,Orthodox,135,Win,DEC
5877,12/12/2015,USA,Jocelyn Jones-Lybarger,4/10/1985,,115,Loss,DEC
5877,12/12/2015,USA,Tecia Torres,16/08/1989,,115,Win,DEC
5692,12/12/2015,USA,Colby Covington,22/02/1988,Orthodox,170,Loss,SUB
5692,12/12/2015,USA,Warlley Alves,4/01/1991,Orthodox,170,Win,SUB
5698,12/12/2015,USA,Kevin Lee,4/09/1992,Orthodox,155,Loss,KO/TKO
5698,12/12/2015,USA,Leonardo Santos,5/02/1980,Orthodox,155,Win,KO/TKO
5711,12/12/2015,USA,Magomed Mustafaev,2/08/1988,Orthodox,155,Win,KO/TKO
5711,12/12/2015,USA,Joe Proctor,10/08/1985,Orthodox,155,Loss,KO/TKO
5697,12/12/2015,USA,Yancy Medeiros,7/09/1987,Orthodox,155,Win,DEC
5697,12/12/2015,USA,John Makdessi,3/05/1985,Orthodox,155,Loss,DEC
5695,12/12/2015,USA,Marcio Alexandre Junior,5/05/1989,Southpaw,170,Loss,DEC
5695,12/12/2015,USA,Court McGee,12/12/1984,Orthodox,170,Win,DEC
5724,2/01/2016,USA,Carlos Condit,26/04/1984,Orthodox,170,Loss,DEC
5724,2/01/2016,USA,Robbie Lawler,20/03/1982,Southpaw,170,Win,DEC
5826,2/01/2016,USA,Andrei Arlovski,4/02/1979,Orthodox,240,Loss,KO/TKO
5826,2/01/2016,USA,Stipe Miocic,19/08/1982,Orthodox,240,Win,KO/TKO
5830,2/01/2016,USA,Albert Tumenov,26/12/1991,Orthodox,170,Win,DEC
5830,2/01/2016,USA,Lorenz Larkin,3/09/1986,Orthodox,170,Loss,DEC
5861,2/01/2016,USA,Brian Ortega,21/02/1991,Switch,145,Win,SUB
5861,2/01/2016,USA,Diego Brandao,27/05/1987,Orthodox,145,Loss,SUB
5873,2/01/2016,USA,Tony Sims,14/10/1985,Southpaw,155,Loss,SUB
5873,2/01/2016,USA,Abel Trujillo,18/09/1983,Orthodox,155,Win,SUB
5856,2/01/2016,USA,Masanori Kanehara,19/11/1982,Orthodox,135,Loss,SUB
5856,2/01/2016,USA,Michael McDonald,15/01/1991,Orthodox,135,Win,SUB
5895,2/01/2016,USA,Alex Morono,16/08/1990,Orthodox,170,Win,DEC
5895,2/01/2016,USA,Kyle Noke,18/03/1980,Southpaw,170,Loss,DEC
5849,2/01/2016,USA,Nina Ansaroff,3/12/1985,Orthodox,115,Loss,DEC
5849,2/01/2016,USA,Justine Kish,13/04/1988,Orthodox,115,Win,DEC
5774,2/01/2016,USA,Drew Dober,19/10/1988,Southpaw,155,Win,DEC
5774,2/01/2016,USA,Scott Holtzman,30/09/1983,Orthodox,155,Loss,DEC
5834,2/01/2016,USA,Joe Duffy,18/02/1988,Orthodox,155,Loss,DEC
5834,2/01/2016,USA,Dustin Poirier,19/01/1989,Southpaw,155,Win,DEC
5871,2/01/2016,USA,Michinori Tanaka,4/10/1990,Orthodox,135,Win,DEC
5871,2/01/2016,USA,Joe Soto,22/03/1987,Orthodox,135,Loss,DEC
5870,2/01/2016,USA,Edgar Garcia,22/02/1984,Orthodox,170,Loss,KO/TKO
5870,2/01/2016,USA,Sheldon Westcott,20/08/1984,Southpaw,170,Win,KO/TKO
5707,28/11/2015,South Korea,Jorge Masvidal,12/11/1984,Orthodox,170,Loss,DEC
5707,28/11/2015,South Korea,Benson Henderson,16/11/1983,Southpaw,170,Win,DEC
5865,28/11/2015,South Korea,Dominic Waters,11/04/1989,Orthodox,170,Loss,KO/TKO
5865,28/11/2015,South Korea,Dong Hyun Kim,17/11/1981,Southpaw,170,Win,KO/TKO
5710,28/11/2015,South Korea,Alberto Mina,2/05/1982,Orthodox,170,Win,DEC
5710,28/11/2015,South Korea,Yoshihiro Akiyama,29/07/1975,Orthodox,170,Loss,DEC
5725,28/11/2015,South Korea,Sam Sicilia,1/02/1986,Orthodox,145,Loss,KO/TKO
5725,28/11/2015,South Korea,Doo Ho Choi,10/04/1991,Orthodox,145,Win,KO/TKO
5781,28/11/2015,South Korea,Jake Collier,25/10/1988,Orthodox,185,Loss,KO/TKO
5781,28/11/2015,South Korea,Dongi Yang,7/12/1984,Southpaw,185,Win,KO/TKO
5779,28/11/2015,South Korea,Mike de la Torre,22/09/1986,Orthodox,145,Win,DEC
5779,28/11/2015,South Korea,Yui Chul Nam,16/07/1981,Orthodox,145,Loss,DEC
5780,28/11/2015,South Korea,Leo Kuntz,3/10/1983,Orthodox,155,Loss,DEC
5780,28/11/2015,South Korea,Tae Hyun Bang,15/04/1983,Switch,155,Win,DEC
5803,28/11/2015,South Korea,Cortney Casey,5/05/1987,Orthodox,115,Loss,DEC
5803,28/11/2015,South Korea,Seohee Ham,8/03/1987,Southpaw,115,Win,DEC
5782,28/11/2015,South Korea,Fredy Serrano,22/09/1979,Orthodox,125,Win,KO/TKO
5782,28/11/2015,South Korea,Yao Zhikui,7/02/1991,Orthodox,125,Loss,KO/TKO
5783,28/11/2015,South Korea,Marco Beltran,18/05/1986,Orthodox,135,Win,DEC
5783,28/11/2015,South Korea,Guangyou Ning,15/12/1981,Southpaw,135,Loss,DEC
5778,28/11/2015,South Korea,Dong Hyun Kim,9/09/1988,Orthodox,170,Loss,KO/TKO
5778,28/11/2015,South Korea,Dominique Steele,27/01/1988,Orthodox,170,Win,KO/TKO
5714,11/12/2015,USA,Chad Mendes,1/05/1985,Orthodox,145,Loss,KO/TKO
5714,11/12/2015,USA,Frankie Edgar,16/10/1981,Orthodox,145,Win,KO/TKO
5896,11/12/2015,USA,Ryan Hall,22/02/1985,,155,Win,DEC
5896,11/12/2015,USA,Artem Lobov,8/11/1986,Southpaw,155,Loss,DEC
5715,11/12/2015,USA,Tony Ferguson,12/02/1984,Orthodox,155,Win,SUB
5715,11/12/2015,USA,Edson Barboza,21/01/1986,Orthodox,155,Loss,SUB
5716,11/12/2015,USA,Evan Dunham,18/12/1981,Southpaw,155,Win,DEC
5716,11/12/2015,USA,Joe Lauzon,22/05/1984,Orthodox,155,Loss,DEC
5889,11/12/2015,USA,Jason Knight,14/07/1992,Orthodox,145,Loss,DEC
5889,11/12/2015,USA,Tatsuya Kawajiri,8/05/1978,Orthodox,145,Win,DEC
5897,11/12/2015,USA,Marcin Wrzosek,14/10/1987,,155,Loss,DEC
5897,11/12/2015,USA,Julian Erosa,31/07/1989,Southpaw,155,Win,DEC
5890,11/12/2015,USA,Konstantin Erokhin,31/01/1983,Orthodox,230,Loss,DEC
5890,11/12/2015,USA,Gabriel Gonzaga,18/05/1979,Orthodox,242,Win,DEC
5717,11/12/2015,USA,Mike Pierce,1/09/1980,Orthodox,170,Loss,DEC
5717,11/12/2015,USA,Ryan LaFlare,1/10/1983,Southpaw,170,Win,DEC
5891,11/12/2015,USA,Geane Herrera,27/05/1990,Orthodox,125,Win,KO/TKO
5891,11/12/2015,USA,Joby Sanchez,24/06/1991,Orthodox,125,Loss,KO/TKO
5898,11/12/2015,USA,Abner Lloveras,4/09/1982,,155,Loss,DEC
5898,11/12/2015,USA,Chris Gruetzemacher,16/06/1986,,155,Win,DEC
5762,10/12/2015,USA,Paige VanZant,26/03/1994,Orthodox,115,Loss,SUB
5762,10/12/2015,USA,Rose Namajunas,29/06/1992,,115,Win,SUB
5763,10/12/2015,USA,Michael Chiesa,7/12/1987,Southpaw,155,Win,SUB
5763,10/12/2015,USA,Jim Miller,30/08/1983,Southpaw,155,Loss,SUB
5824,10/12/2015,USA,Cody Pfister,12/07/1990,Orthodox,155,Loss,SUB
5824,10/12/2015,USA,Sage Northcutt,1/03/1996,Orthodox,155,Win,SUB
5764,10/12/2015,USA,Thiago Santos,7/01/1984,Orthodox,185,Win,DEC
5764,10/12/2015,USA,Elias Theodorou,31/05/1988,,185,Loss,DEC
5767,10/12/2015,USA,John Howard,1/03/1983,Orthodox,170,Loss,KO/TKO
5767,10/12/2015,USA,Tim Means,20/02/1984,Orthodox,170,Win,KO/TKO
5766,10/12/2015,USA,Sergio Moraes,23/07/1982,Orthodox,170,Win,KO/TKO
5766,10/12/2015,USA,Omari Akhmedov,12/10/1987,Orthodox,170,Loss,KO/TKO
5765,10/12/2015,USA,Kevin Casey,15/06/1981,Southpaw,185,,
5765,10/12/2015,USA,Antonio Carlos Junior,16/03/1990,Orthodox,185,,
5833,10/12/2015,USA,Johnny Eduardo,3/08/1978,Orthodox,135,Loss,SUB
5833,10/12/2015,USA,Aljamain Sterling,31/07/1989,Orthodox,135,Win,SUB
5768,10/12/2015,USA,Andreas Stahl,20/05/1988,Orthodox,170,Loss,KO/TKO
5768,10/12/2015,USA,Santiago Ponzinibbio,26/09/1986,Orthodox,170,Win,KO/TKO
5769,10/12/2015,USA,Nathan Coy,24/07/1978,Southpaw,170,Loss,SUB
5769,10/12/2015,USA,Danny Roberts,14/07/1987,,170,Win,SUB
5770,10/12/2015,USA,Phillipe Nover,3/02/1984,Orthodox,145,Loss,DEC
5770,10/12/2015,USA,Zubaira Tukhugov,15/01/1991,Orthodox,145,Win,DEC
5771,10/12/2015,USA,Emily Kagan,14/07/1981,,115,Loss,SUB
5771,10/12/2015,USA,Kailin Curran,11/04/1991,Orthodox,115,Win,SUB
5786,17/01/2016,USA,Dominick Cruz,9/03/1985,Orthodox,135,Win,DEC
5786,17/01/2016,USA,TJ Dillashaw,7/02/1986,Orthodox,135,Loss,DEC
5787,17/01/2016,USA,Eddie Alvarez,11/01/1984,Orthodox,155,Win,DEC
5787,17/01/2016,USA,Anthony Pettis,27/01/1987,Orthodox,155,Loss,DEC
5788,17/01/2016,USA,Matt Mitrione,15/07/1978,Switch,265,Loss,KO/TKO
5788,17/01/2016,USA,Travis Browne,17/07/1982,Orthodox,255,Win,KO/TKO
5836,17/01/2016,USA,Francisco Trinaldo,24/08/1978,Southpaw,155,Win,DEC
5836,17/01/2016,USA,Ross Pearson,26/09/1984,Orthodox,155,Loss,DEC
5832,17/01/2016,USA,Ben Saunders,13/04/1983,Orthodox,170,Loss,KO/TKO
5832,17/01/2016,USA,Patrick Cote,29/02/1980,Orthodox,170,Win,KO/TKO
5789,17/01/2016,USA,Ed Herman,2/10/1980,Orthodox,205,Win,KO/TKO
5789,17/01/2016,USA,Tim Boetsch,28/01/1981,Orthodox,205,Loss,KO/TKO
5862,17/01/2016,USA,Mehdi Baghdad,13/04/1985,Orthodox,155,Loss,SUB
5862,17/01/2016,USA,Chris Wade,30/09/1987,Orthodox,155,Win,SUB
5932,17/01/2016,USA,Luke Sanders,12/12/1985,Southpaw,145,Win,SUB
5932,17/01/2016,USA,Maximo Blanco,16/10/1983,Orthodox,145,Loss,SUB
5831,17/01/2016,USA,Daron Cruickshank,11/06/1985,Switch,155,Loss,SUB
5831,17/01/2016,USA,Paul Felder,25/04/1984,Orthodox,155,Win,SUB
5835,17/01/2016,USA,Sean O'Connell,2/09/1983,Orthodox,205,Loss,KO/TKO
5835,17/01/2016,USA,Ilir Latifi,28/07/1983,Orthodox,205,Win,KO/TKO
5850,17/01/2016,USA,Kyle Bochniak,5/02/1987,Orthodox,145,Loss,DEC
5850,17/01/2016,USA,Charles Rosa,24/08/1986,Switch,145,Win,DEC
5930,17/01/2016,USA,Joey Gomez,21/07/1986,Orthodox,135,Loss,KO/TKO
5930,17/01/2016,USA,Rob Font,25/06/1987,Orthodox,135,Win,KO/TKO
5894,17/01/2016,USA,Elvis Mutapcic,19/07/1986,Orthodox,205,Loss,DEC
5894,17/01/2016,USA,Francimar Barroso,28/02/1980,Orthodox,205,Win,DEC
5851,30/01/2016,USA,Ryan Bader,7/06/1983,Orthodox,205,Loss,KO/TKO
5851,30/01/2016,USA,Anthony Johnson,6/03/1984,Orthodox,205,Win,KO/TKO
5872,30/01/2016,USA,Ben Rothwell,17/10/1981,Orthodox,265,Win,SUB
5872,30/01/2016,USA,Josh Barnett,10/11/1977,Orthodox,250,Loss,SUB
5926,30/01/2016,USA,Jimmie Rivera,29/06/1989,Orthodox,135,Win,DEC
5926,30/01/2016,USA,Iuri Alcantara,4/08/1980,Southpaw,135,Loss,DEC
5919,30/01/2016,USA,Bryan Barberena,3/05/1989,Southpaw,155,Win,SUB
5919,30/01/2016,USA,Sage Northcutt,1/03/1996,Orthodox,155,Loss,SUB
5852,30/01/2016,USA,Jake Ellenberger,28/03/1985,Orthodox,170,Loss,DEC
5852,30/01/2016,USA,Tarec Saffiedine,6/09/1986,Switch,170,Win,DEC
5853,30/01/2016,USA,Diego Ferreira,18/01/1985,Orthodox,155,Win,DEC
5853,30/01/2016,USA,Olivier Aubin-Mercier,23/02/1989,Southpaw,155,Loss,DEC
5928,30/01/2016,USA,Kevin Casey,15/06/1981,Southpaw,185,Loss,KO/TKO
5928,30/01/2016,USA,Rafael Natal,25/12/1982,Orthodox,185,Win,KO/TKO
5933,30/01/2016,USA,Wilson Reis,6/01/1985,Southpaw,125,Win,DEC
5933,30/01/2016,USA,Dustin Ortiz,25/12/1988,Orthodox,125,Loss,DEC
5854,30/01/2016,USA,Alexander Yakovlev,18/07/1984,Southpaw,170,Win,KO/TKO
5854,30/01/2016,USA,George Sullivan,13/03/1981,Orthodox,170,Loss,KO/TKO
5860,30/01/2016,USA,Masio Fullen,6/10/1986,Orthodox,145,Loss,DEC
5860,30/01/2016,USA,Alex Caceres,20/06/1988,Southpaw,145,Win,DEC
5934,30/01/2016,USA,Randy Brown,8/07/1990,Orthodox,170,Win,DEC
5934,30/01/2016,USA,Matt Dwyer,17/12/1989,Orthodox,170,Loss,DEC
5925,30/01/2016,USA,Levan Makashvili,7/01/1989,Orthodox,145,,
5925,30/01/2016,USA,Damon Jackson,8/08/1988,Switch,145,,
5855,30/01/2016,USA,Felipe Olivieri,12/04/1985,Orthodox,155,Loss,SUB
5855,30/01/2016,USA,Tony Martin,11/12/1989,Orthodox,155,Win,SUB
5874,27/02/2016,United Kingdom,Michael Bisping,28/02/1979,Orthodox,185,Win,DEC
5874,27/02/2016,United Kingdom,Anderson Silva,14/04/1975,Southpaw,185,Loss,DEC
5929,27/02/2016,United Kingdom,Thales Leites,6/09/1981,Orthodox,185,Loss,DEC
5929,27/02/2016,United Kingdom,Gegard Mousasi,1/08/1985,Orthodox,185,Win,DEC
5892,27/02/2016,United Kingdom,Keita Nakamura,22/05/1984,Southpaw,170,Loss,DEC
5892,27/02/2016,United Kingdom,Tom Breese,26/09/1991,Southpaw,170,Win,DEC
5905,27/02/2016,United Kingdom,Brad Pickett,24/09/1978,Orthodox,135,Win,DEC
5905,27/02/2016,United Kingdom,Francisco Rivera,8/10/1981,Orthodox,135,Loss,DEC
5875,27/02/2016,United Kingdom,Makwan Amirkhani,8/11/1988,Southpaw,145,Win,DEC
5875,27/02/2016,United Kingdom,Mike Wilkinson,15/09/1987,,145,Loss,DEC
5906,27/02/2016,United Kingdom,Marlon Vera,2/12/1992,,135,Loss,DEC
5906,27/02/2016,United Kingdom,Davey Grant,18/12/1985,,135,Win,DEC
5921,27/02/2016,United Kingdom,Chris Dempsey,8/09/1987,Orthodox,185,Loss,KO/TKO
5921,27/02/2016,United Kingdom,Scott Askham,20/05/1988,Southpaw,185,Win,KO/TKO
5907,27/02/2016,United Kingdom,Yaotzin Meza,4/02/1981,Orthodox,145,Loss,DEC
5907,27/02/2016,United Kingdom,Arnold Allen,22/01/1994,Southpaw,145,Win,DEC
5920,27/02/2016,United Kingdom,Krzysztof Jotko,19/08/1989,Southpaw,185,Win,DEC
5920,27/02/2016,United Kingdom,Bradley Scott,24/06/1989,,185,Loss,DEC
5876,27/02/2016,United Kingdom,Rustam Khabilov,4/11/1986,Orthodox,155,Win,DEC
5876,27/02/2016,United Kingdom,Norman Parke,22/12/1986,,155,Loss,DEC
5924,27/02/2016,United Kingdom,Jarjis Danho,15/10/1983,Orthodox,265,Loss,DEC
5924,27/02/2016,United Kingdom,Daniel Omielanczuk,31/08/1982,Southpaw,247,Win,DEC
5923,27/02/2016,United Kingdom,Thibault Gouti,27/02/1987,Orthodox,155,Loss,SUB
5923,27/02/2016,United Kingdom,Teemu Packalen,22/05/1987,Orthodox,155,Win,SUB
5996,27/02/2016,United Kingdom,Martin Svensson,25/04/1985,,155,Loss,KO/TKO
5996,27/02/2016,United Kingdom,David Teymur,1/05/1989,,155,Win,KO/TKO
5900,6/02/2016,USA,Stephen Thompson,11/02/1983,Orthodox,170,Win,KO/TKO
5900,6/02/2016,USA,Johny Hendricks,12/09/1983,Southpaw,170,Loss,KO/TKO
5901,6/02/2016,USA,Jared Rosholt,4/08/1986,Orthodox,265,Loss,DEC
5901,6/02/2016,USA,Roy Nelson,20/06/1976,Orthodox,263,Win,DEC
5917,6/02/2016,USA,Rafael Feijao,14/04/1980,Orthodox,205,Loss,DEC
5917,6/02/2016,USA,Ovince Saint Preux,8/04/1983,Southpaw,205,Win,DEC
5938,6/02/2016,USA,Zach Makovsky,19/04/1983,Southpaw,125,Loss,DEC
5938,6/02/2016,USA,Joseph Benavidez,31/07/1984,Southpaw,125,Win,DEC
5936,6/02/2016,USA,Alex Nicholson,2/05/1990,,205,Loss,SUB
5936,6/02/2016,USA,Misha Cirkunov,27/02/1987,Orthodox,205,Win,SUB
5904,6/02/2016,USA,Sean Spencer,25/06/1987,,170,Loss,KO/TKO
5904,6/02/2016,USA,Mike Pyle,18/09/1975,Orthodox,170,Win,KO/TKO
5903,6/02/2016,USA,KJ Noons,7/12/1982,Orthodox,155,Loss,DEC
5903,6/02/2016,USA,Joshua Burkman,10/04/1980,Orthodox,155,Win,DEC
5902,6/02/2016,USA,Damian Grabowski,12/05/1980,,241,Loss,KO/TKO
5902,6/02/2016,USA,Derrick Lewis,7/02/1985,Orthodox,260,Win,KO/TKO
5939,6/02/2016,USA,Justin Scoggins,2/05/1992,Southpaw,125,Win,DEC
5939,6/02/2016,USA,Ray Borg,4/08/1993,Orthodox,125,Loss,DEC
5937,6/02/2016,USA,Diego Rivas,11/11/1991,Orthodox,145,Win,KO/TKO
5937,6/02/2016,USA,Noad Lahat,8/06/1984,Orthodox,145,Loss,KO/TKO
5961,6/02/2016,USA,Mike Jackson,22/03/1985,,170,Loss,SUB
5961,6/02/2016,USA,Mickey Gall,22/01/1992,Switch,170,Win,SUB
5935,6/02/2016,USA,Alex White,22/10/1988,Southpaw,145,Win,DEC
5935,6/02/2016,USA,Artem Lobov,8/11/1986,Southpaw,155,Loss,DEC
5931,21/02/2016,USA,Alex Oliveira,21/02/1988,Orthodox,170,Loss,SUB
5931,21/02/2016,USA,Donald Cerrone,29/03/1983,Orthodox,170,Win,SUB
5910,21/02/2016,USA,Roan Carneiro,2/06/1978,Orthodox,185,Loss,KO/TKO
5910,21/02/2016,USA,Derek Brunson,4/01/1984,Southpaw,185,Win,KO/TKO
5908,21/02/2016,USA,Augusto Mendes,3/03/1983,Orthodox,135,Loss,KO/TKO
5908,21/02/2016,USA,Cody Garbrandt,7/07/1991,Orthodox,135,Win,KO/TKO
5956,21/02/2016,USA,Tatsuya Kawajiri,8/05/1978,Orthodox,145,Loss,DEC
5956,21/02/2016,USA,Dennis Bermudez,13/12/1986,Orthodox,145,Win,DEC
5911,21/02/2016,USA,Joe Riggs,23/09/1982,Southpaw,185,Loss,KO/TKO
5911,21/02/2016,USA,Chris Camozzi,20/11/1986,Orthodox,185,Win,KO/TKO
5914,21/02/2016,USA,Shane Campbell,21/01/1987,Orthodox,155,Loss,DEC
5914,21/02/2016,USA,James Krause,4/06/1986,Orthodox,155,Win,DEC
5915,21/02/2016,USA,Sean Strickland,27/02/1991,Orthodox,170,Win,KO/TKO
5915,21/02/2016,USA,Alex Garcia,14/07/1987,Orthodox,170,Loss,KO/TKO
5918,21/02/2016,USA,Oluwale Bamgbose,4/08/1987,Switch,185,Win,KO/TKO
5918,21/02/2016,USA,Daniel Sarafian,21/08/1982,Orthodox,185,Loss,KO/TKO
5916,21/02/2016,USA,Leonardo Augusto Leleco,15/04/1982,Orthodox,185,Loss,DEC
5916,21/02/2016,USA,Anthony Smith,26/07/1988,,185,Win,DEC
5968,21/02/2016,USA,Nathan Coy,24/07/1978,Southpaw,170,Win,DEC
5968,21/02/2016,USA,Jonavin Webb,28/04/1989,Orthodox,170,Loss,DEC
5948,21/02/2016,USA,Ashlee Evans-Smith,9/07/1987,Orthodox,135,Win,DEC
5948,21/02/2016,USA,Marion Reneau,20/06/1977,Orthodox,135,Loss,DEC
5909,21/02/2016,USA,Kelly Faszholz,9/04/1985,Orthodox,135,Loss,KO/TKO
5909,21/02/2016,USA,Lauren Murphy,27/07/1983,Orthodox,135,Win,KO/TKO
5913,21/02/2016,USA,Shamil Abdurakhimov,2/09/1981,Orthodox,235,Win,DEC
5913,21/02/2016,USA,Anthony Hamilton,14/04/1980,Orthodox,260,Loss,DEC
5940,19/03/2016,Australia,Frank Mir,24/05/1979,Southpaw,264,Loss,KO/TKO
5940,19/03/2016,Australia,Mark Hunt,23/03/1974,Orthodox,265,Win,KO/TKO
5962,19/03/2016,Australia,Neil Magny,3/08/1987,Orthodox,170,Win,KO/TKO
5962,19/03/2016,Australia,Hector Lombard,2/02/1978,Southpaw,170,Loss,KO/TKO
5971,19/03/2016,Australia,Johnny Case,28/06/1989,Orthodox,155,Loss,SUB
5971,19/03/2016,Australia,Jake Matthews,19/08/1994,Orthodox,155,Win,SUB
5966,19/03/2016,Australia,Antonio Carlos Junior,16/03/1990,Orthodox,185,Loss,KO/TKO
5966,19/03/2016,Australia,Daniel Kelly,31/10/1977,Southpaw,185,Win,KO/TKO
5964,19/03/2016,Australia,Steve Bosse,29/07/1981,Orthodox,185,Win,KO/TKO
5964,19/03/2016,Australia,James Te Huna,29/09/1981,Orthodox,185,Loss,KO/TKO
5970,19/03/2016,Australia,Seohee Ham,8/03/1987,Southpaw,115,Loss,DEC
5970,19/03/2016,Australia,Bec Rawlings,11/02/1989,,115,Win,DEC
5965,19/03/2016,Australia,Alan Jouban,25/11/1981,Southpaw,170,Win,KO/TKO
5965,19/03/2016,Australia,Brendan O'Reilly,24/06/1987,Orthodox,170,Loss,KO/TKO
6019,19/03/2016,Australia,Mark Eddiva,16/02/1986,Orthodox,145,Loss,SUB
6019,19/03/2016,Australia,Dan Hooker,13/02/1990,Switch,145,Win,SUB
5999,19/03/2016,Australia,Rin Nakai,22/10/1986,Orthodox,135,Loss,DEC
5999,19/03/2016,Australia,Leslie Smith,17/08/1982,Orthodox,135,Win,DEC
5972,19/03/2016,Australia,Viscardi Andrade,8/03/1984,Orthodox,170,Win,DEC
5972,19/03/2016,Australia,Richard Walsh,1/12/1988,,170,Loss,DEC
5992,19/03/2016,Australia,Chad Laprise,23/07/1986,,155,Loss,DEC
5992,19/03/2016,Australia,Ross Pearson,26/09/1984,Orthodox,155,Win,DEC
6046,19/03/2016,Australia,Damien Brown,25/12/1984,Orthodox,155,Loss,DEC
6046,19/03/2016,Australia,Alan Patrick,19/07/1983,Southpaw,155,Win,DEC
6016,5/03/2016,USA,Nate Diaz,16/04/1985,Southpaw,170,Win,SUB
6016,5/03/2016,USA,Conor McGregor,14/07/1988,Southpaw,170,Loss,SUB
5958,5/03/2016,USA,Miesha Tate,18/08/1986,Orthodox,135,Win,SUB
5958,5/03/2016,USA,Holly Holm,17/10/1981,Southpaw,135,Loss,SUB
6001,5/03/2016,USA,Ilir Latifi,28/07/1983,Orthodox,205,Win,DEC
6001,5/03/2016,USA,Gian Villante,18/08/1985,Orthodox,205,Loss,DEC
5959,5/03/2016,USA,Tom Lawlor,15/05/1983,Southpaw,205,Loss,DEC
5959,5/03/2016,USA,Corey Anderson,22/09/1989,,205,Win,DEC
5974,5/03/2016,USA,Valentina Shevchenko,7/03/1988,Southpaw,135,Loss,DEC
5974,5/03/2016,USA,Amanda Nunes,30/05/1988,Orthodox,135,Win,DEC
6002,5/03/2016,USA,Siyar Bahadurzada,17/04/1984,Orthodox,170,Win,SUB
6002,5/03/2016,USA,Brandon Thatch,11/07/1985,Switch,170,Loss,SUB
5960,5/03/2016,USA,Nordine Taleb,10/06/1981,Orthodox,170,Win,KO/TKO
5960,5/03/2016,USA,Erick Silva,21/06/1984,Orthodox,170,Loss,KO/TKO
6015,5/03/2016,USA,Marcelo Guimaraes,25/06/1983,Orthodox,185,Loss,KO/TKO
6015,5/03/2016,USA,Vitor Miranda,10/03/1979,Orthodox,185,Win,KO/TKO
5963,5/03/2016,USA,Chas Skelly,11/05/1985,Orthodox,145,Loss,DEC
5963,5/03/2016,USA,Darren Elkins,16/05/1984,Orthodox,145,Win,DEC
5967,5/03/2016,USA,Jim Miller,30/08/1983,Southpaw,155,Loss,DEC
5967,5/03/2016,USA,Diego Sanchez,31/12/1981,Southpaw,155,Win,DEC
5976,5/03/2016,USA,Justin Salas,13/03/1982,Southpaw,155,Loss,KO/TKO
5976,5/03/2016,USA,Jason Saggo,23/11/1985,Orthodox,155,Win,KO/TKO
6000,5/03/2016,USA,Teruto Ishihara,23/07/1991,Southpaw,145,Win,KO/TKO
6000,5/03/2016,USA,Julian Erosa,31/07/1989,Southpaw,145,Loss,KO/TKO
5993,10/04/2016,Croatia,Junior Dos Santos,30/01/1984,Orthodox,238,Win,DEC
5993,10/04/2016,Croatia,Ben Rothwell,17/10/1981,Orthodox,265,Loss,DEC
5978,10/04/2016,Croatia,Gabriel Gonzaga,18/05/1979,Orthodox,242,Loss,KO/TKO
